Rank,Player,Position,Nation Code,Nation,Club,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalties Scored,Penalties Attempted,Yellow Cards,Red Cards,Goals per 90,Assists per 90,G+A per 90,Shots,Shots on Target,Tackles Won,Interceptions,Score,Dream XI
682,Ryan Thomas,MF,nz,New Zealand,Zwolle,31,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0319,No
683,Mathieu Choinière,MF,ca,Canada,LAFC,27,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,2,0.0315,No
684,Al-Hashmi Al-Hussain,MF,qa,Qatar,Al-Arabi,22,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0.0312,No
685,Leon Goretzka,MF,de,Germany,Bayern Munich,31,1995,3,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,1,0.0309,No
686,Joaquin Seys,DF,be,Belgium,Club Brugge,21,2005,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0309,No
687,Nicolás Paz,MF,ar,Argentina,Como,21,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,0,0.0302,No
688,Jayden Adams,MF,za,South Africa,Sundowns,25,2001,3,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.03,No
689,Ali Al Hamadi,FW,iq,Iraq,Ipswich Town,24,2002,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,0,2,2,0.0293,No
690,Rayan Cherki,FWMF,fr,France,Manchester City,22,2003,6,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0.0289,No
691,Warren Zaïre-Emery,DFMF,fr,France,PSG,20,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0288,No
692,Mahmoud Al-Mardi,MF,jo,Jordan,Al-Hussein SC,32,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0.0287,No
693,Ali Jasim,MF,iq,Iraq,Al-Najma,22,2004,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,1,1,0,0.0286,No
694,Samir El Mourabet,MF,ma,Morocco,Strasbourg,20,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0283,No
695,Francis de Vries,DF,nz,New Zealand,Auckland FC,31,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0283,No
696,Niko Sigur,MF,ca,Canada,Hajduk Split,22,2003,3,1,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0.0281,No
697,Ayoub El Kaabi,FW,ma,Morocco,Olympiacos,33,1993,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,2,0,0.0277,No
698,Yūto Nagatomo,DFMF,jp,Japan,FC Tokyo,39,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0277,No
699,Elye Wahi,FW,ci,Côte d'Ivoire,Nice,23,2003,3,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,1,0,0.0277,No
700,Mustafa Saadoon,DF,iq,Iraq,Al-Shorta,25,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0274,No
701,Kim Moon-hwan,MF,kr,Korea Republic,Daejeon Hana,30,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0267,No
702,Elias Saad,MFFW,tn,Tunisia,Hannover 96,26,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0267,No
703,Seko Fofana,MF,ci,Côte d'Ivoire,Porto,31,1995,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,5,1,0,2,0.0265,No
704,Tomáš Souček,MF,cz,Czechia,West Ham,31,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0264,No
705,Josué Casimir,MF,ht,Haiti,Auxerre,24,2001,3,2,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,0,0.0263,No
706,Nico Williams,MF,es,Spain,Athletic Club,24,2002,5,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2,1,1,0.0262,No
707,Elias Achouri,FWMF,tn,Tunisia,FC Copenhagen,27,1999,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,2,0,0.0261,No
708,Hadj Mahmoud,MF,tn,Tunisia,Lugano,26,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0261,No
709,Callan Elliot,DF,nz,New Zealand,Auckland FC,27,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.026,No
710,Eom Ji-sung,MF,kr,Korea Republic,Swansea City,24,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.026,No
711,Mo Touré,FW,au,Australia,Norwich City,22,2004,3,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,1,1,0,0.026,No
712,Scott McKenna,DF,sct,Scotland,Dinamo Zagreb,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0258,No
713,Diego Moreira,MF,be,Belgium,Strasbourg,21,2004,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0249,No
714,Iñaki Williams,MFFW,gh,Ghana,Athletic Club,32,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,0,1,0.0248,No
715,Dominique Simon,MF,ht,Haiti,1. FC Tatran Prešov B,25,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0.0246,No
716,Marko Farji,MF,iq,Iraq,Venezia,22,2004,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0244,No
717,Ricardo Pepi,FW,us,United States,PSV,23,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0,1,1,0.0244,No
718,Alexander Sørloth,FW,no,Norway,Atlético Madrid,30,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0,1,0,0.0244,No
719,Erick Davis,DF,pa,Panama,Plaza Amador,35,1991,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0234,No
720,Shurandy Sambo,DF,cw,Curaçao,Sparta R.,24,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0233,No
721,Angelo Stiller,MF,de,Germany,Stuttgart,25,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0231,No
722,Morten Thorsby,MF,no,Norway,Cremonese,30,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0231,No
723,Louicius Deedson,MF,ht,Haiti,FC Dallas,25,2001,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0.0228,No
724,Pervis Estupiñán,MF,ec,Ecuador,Milan,28,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0228,No
725,Abdullah Al-Hamdan,FW,sa,Saudi Arabia,Al-Nassr,26,1999,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,0,0,0.0228,No
726,Bazoumana Touré,MF,ci,Côte d'Ivoire,Hoffenheim,20,2006,3,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0215,No
727,Kerem Aktürkoğlu,FW,tr,Türkiye,Fenerbahçe,27,1998,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,0,0.0212,No
728,Adam Hložek,FW,cz,Czechia,Hoffenheim,23,2002,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,1,0.0212,No
729,Jean-Philippe Mateta,FW,fr,France,Crystal Palace,29,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,0,0,0.0212,No
730,Frantzdy Pierrot,FW,ht,Haiti,Rizespor,31,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,1,0,0,0.0212,No
731,Brenden Aaronson,MF,us,United States,Leeds United,25,2000,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,0,0.0209,No
732,Jeremy Antonisse,FWMF,cw,Curaçao,AE Kifisia,24,2002,2,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0207,No
733,Anis Hadj Moussa,MF,dz,Algeria,Feyenoord,24,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0.0207,No
734,Nishan Velupillay,MF,au,Australia,Melb. Victory,25,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0207,No
735,Bernardo Silva,MF,pt,Portugal,Manchester City,31,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1,0,0,1,0.0206,No
736,Zeki Amdouni,FWMF,ch,Switzerland,Burnley,25,2000,4,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0204,No
737,Mo Abualnadi,DF,jo,Jordan,Selangor FA,25,2001,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0203,No
738,Ben Old,MF,nz,New Zealand,Saint-Étienne,23,2002,3,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.02,No
739,David Douděra,MF,cz,Czechia,Slavia Prague,28,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,0,1,0.0196,No
740,Lawrence Shankland,FW,sct,Scotland,Hearts,30,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,1,0,0.0195,No
741,Yang Hyun-jun,FWMF,kr,Korea Republic,Celtic,24,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,0.0194,No
742,Eberechi Eze,FWMF,eng,England,Arsenal,28,1998,4,0,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0,0,0,0.0192,No
743,Abdul Fatawu Issahaku,FWMF,gh,Ghana,Leicester City,22,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,0,0,0.019,No
744,Kristian Thorstvedt,MF,no,Norway,Sassuolo,27,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,0,0.019,No
745,Benjamin Nygren,MF,se,Sweden,Celtic,25,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0187,No
746,Raphinha,MFFW,br,Brazil,Barcelona,29,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,0,0,0.0186,No
747,Andrej Kramarić,FWMF,hr,Croatia,Hoffenheim,35,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0184,No
748,Jaroslav Zelený,MF,cz,Czechia,Sparta Prague,33,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0181,No
749,Zizo,MF,eg,Egypt,Al Ahly,30,1996,4,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,0,0.018,No
750,Ahmed Qasem,MFFW,iq,Iraq,Nashville SC,23,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0177,No
751,Kim Jin-gyu,MF,kr,Korea Republic,Jeonbuk,29,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0174,No
752,Alireza Jahanbakhsh,FWMF,ir,IR Iran,Dender,32,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0165,No
753,Jordy Alcivar,MF,ec,Ecuador,Independiente,26,1999,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0.0164,No
754,Jhon Córdoba,FW,co,Colombia,Krasnodar,33,1993,3,2,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
755,Santiago Giménez,FW,mx,Mexico,Milan,25,2001,4,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
756,Cho Gue-sung,FW,kr,Korea Republic,Midtjylland,28,1998,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
757,Deniz Gül,FW,tr,Türkiye,Porto,22,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
758,Lee Jae-sung,FW,kr,Korea Republic,Mainz 05,33,1992,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,3,2,0.0163,No
759,Patrik Schick,FW,cz,Czechia,Leverkusen,30,1996,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
760,Abdoulaye Seck,DF,sn,Senegal,Maccabi Haifa,34,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.0,1.58,1.58,2,0,0,0,0.0163,No
761,Jørgen Strand Larsen,FW,no,Norway,Crystal Palace,26,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
762,Igor Thiago,FW,br,Brazil,Brentford,25,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,0.0163,No
763,Ivan Toney,FW,eng,England,Al-Ahli,30,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
764,Cecilio Waterman,FW,pa,Panama,U Concepción,35,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0163,No
765,Matias Fernandez-Pardo,FWMF,be,Belgium,Lille,21,2005,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,1,0,0.0162,No
766,Pape Matar Sarr,MF,sn,Senegal,Tottenham,23,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,0,1,0.0162,No
767,Patrick Wimmer,FWMF,at,Austria,Wolfsburg,25,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,2,0.0162,No
768,Simon Banza,FWMF,cd,Congo DR,Al Jazira Club,29,1996,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0157,No
769,Oston Urunov,MF,uz,Uzbekistan,Persepolis,25,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0157,No
770,Ismael Díaz,FWMF,pa,Panama,León,29,1997,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,2,1,0,0.0152,No
771,Besfort Zeneli,MF,se,Sweden,Union SG,23,2002,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0.0152,No
772,Karim Boudiaf,MF,qa,Qatar,Al Duhail SC,35,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0147,No
773,Cédric Bakambu,FW,cd,Congo DR,Real Betis,35,1991,3,3,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0.0146,No
774,Edin Džeko,FW,ba,Bosnia–Herz,Schalke 04,40,1986,3,3,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,0,1,0.0146,No
775,Endrick,FW,br,Brazil,Lyon,19,2006,4,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,1,1,0.0146,No
776,Azarías Londoño,MF,pa,Panama,Univ Católica,25,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0146,No
777,Shahriar Moghanlou,FW,ir,IR Iran,Al-Ittihad Kalba,31,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,2,0,0.0146,No
778,Willy Semedo,FW,cv,Cabo Verde,AC Omonia,32,1994,3,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,3,0.0146,No
779,Denis Višinský,FW,cz,Czechia,Viktoria Plzeň,23,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0.0146,No
780,Nick Woltemade,FWMF,de,Germany,Newcastle,24,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0.0146,No
781,Alan Minda,MF,ec,Ecuador,Atlético Mineiro,23,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0.0145,No
782,Quinten Timber,MF,nl,Netherlands,Marseille,25,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0145,No
783,Vladimír Darida,MF,cz,Czechia,Hradec Králové,35,1990,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0144,No
784,Kojo Peprah Oppong,DF,gh,Ghana,Nice,22,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0139,No
785,Francisco Trincão,FWMF,pt,Portugal,Sporting CP,26,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0139,No
786,Luis Chávez,MF,mx,Mexico,Dynamo Moskva,30,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0135,No
787,Aria Yousefi,MF,ir,IR Iran,Sepahan,24,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0.0131,No
788,Samu Costa,MF,pt,Portugal,Mallorca,25,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0129,No
789,Arjan Malic,DF,ba,Bosnia–Herz,Sturm Graz,20,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0128,No
790,Noah Okafor,FWMF,ch,Switzerland,Leeds United,26,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0128,No
791,Farrukh Sayfiev,DFMF,uz,Uzbekistan,Neftchi FK,35,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0128,No
792,Matías Viña,DF,uy,Uruguay,Flamengo,28,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0128,No
793,Yunus Akgün,MF,tr,Türkiye,Galatasaray,26,2000,2,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0126,No
794,Ayoube Amaimouni,MF,ma,Morocco,Frankfurt,21,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,0.0125,No
795,Ken Sema,FWMF,se,Sweden,Pafos FC,32,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0122,No
796,Carney Chukwuemeka,MF,at,Austria,Dortmund,22,2003,3,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0119,No
797,Jean Seri,MF,ci,Côte d'Ivoire,NK Maribor,34,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0119,No
798,Alejandro Zendejas,FWMF,us,United States,América,28,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0119,No
799,Yuito Suzuki,FWMF,jp,Japan,Freiburg,24,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0116,No
800,Theo Bongonda,FWMF,cd,Congo DR,Spartak Moscow,30,1995,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0115,No
801,Ajdin Hrustic,MF,au,Australia,Heracles Almelo,30,1996,2,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0.0115,No
802,Ché Adams,FW,sct,Scotland,Torino,30,1996,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0.0114,No
803,Ahmed Alaaeldin,FW,qa,Qatar,Al Rayyan SC,33,1993,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,0,0.0114,No
804,Almoez Ali,FW,qa,Qatar,Al Duhail SC,29,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0.0114,No
805,Ange-Yoan Bonny,FW,ci,Côte d'Ivoire,Inter,22,2003,4,3,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,1,0.0114,No
806,Sontje Hansen,FW,cw,Curaçao,Middlesbrough,24,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0.0114,No
807,Prince Kwabena Adu,FW,gh,Ghana,Viktoria Plzeň,22,2003,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0.0114,No
808,Tomás Rodríguez,FW,pa,Panama,Saprissa,27,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0.0114,No
809,Tete Yengi,FW,au,Australia,Machida Zelvia,25,2000,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,0,0.0114,No
810,Assane Diao,MF,sn,Senegal,Como,20,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0113,No
811,Alaa Al Hejji,MF,sa,Saudi Arabia,Neom,30,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0112,No
812,Odiljon Hamrobekov,MF,uz,Uzbekistan,Tractor,30,1996,2,1,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,0,0.011,No
813,Jordan Henderson,MF,eng,England,Brentford,36,1990,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.0109,No
814,Ollie Watkins,FWMF,eng,England,Aston Villa,30,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0.0109,No
815,Timothy Weah,MF,us,United States,Marseille,26,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0.0109,No
816,Christian Fassnacht,FWMF,ch,Switzerland,Young Boys,32,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0107,No
817,Ardon Jashari,MF,ch,Switzerland,Milan,23,2002,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0.0103,No
818,Mehdi Torabi,MF,ir,IR Iran,Tractor,31,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0101,No
819,İrfan Can Kahveci,MF,tr,Türkiye,Kasımpaşa,31,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.01,No
820,Yéremy Pino,FWMF,es,Spain,Crystal Palace,23,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.01,No
821,Kevin Yakob,MF,iq,Iraq,AGF,25,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.01,No
822,Dan Burn,DF,eng,England,Newcastle,34,1992,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0099,No
823,Jorrel Hato,DF,nl,Netherlands,Chelsea,20,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0099,No
824,Charles Pickel,DFMF,cd,Congo DR,Espanyol,29,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,0,0.0099,No
825,Jovane Cabral,FW,cv,Cabo Verde,Estrela,28,1998,2,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,3,1,0.0098,No
826,Lenny Joseph,FW,ht,Haiti,Ferencváros,25,2000,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0.0098,No
827,Darwin Núñez,FW,uy,Uruguay,Al-Hilal,27,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,2,0.0098,No
828,Pavel Šulc,FW,cz,Czechia,Lyon,25,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,0,0.0098,No
829,Éderson Silva,MF,br,Brazil,Atalanta,27,1999,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0.0097,No
830,Axel Witsel,DFMF,be,Belgium,Girona,37,1989,2,0,33,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0093,No
831,Park Jinseob,DFMF,kr,Korea Republic,Zhejiang,30,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0.009,No
832,Eray Cömert,DF,ch,Switzerland,Valencia,28,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0087,No
833,Jesse Randall,MF,nz,New Zealand,Auckland FC,23,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0087,No
834,Mathew Leckie,MF,au,Australia,Melb City,35,1991,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0.0086,No
835,Telmo Arcanjo,MF,cv,Cabo Verde,Vit. Guimarães,25,2001,2,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0081,No
836,Jackson Porozo,DF,ec,Ecuador,Tijuana,25,2000,1,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0081,No
837,Alexander Prass,DFMF,at,Austria,Hoffenheim,25,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0081,No
838,Rúben Neves,MF,pt,Portugal,Al-Hilal,29,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,0,0.0078,No
