Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,-additional_-9999
1,Brenden Aaronson,MF,us United States,25-268,2000,1,76.0,76.0,16.9,0.8,1,76.0,0,0,,4,0.0,2.0,2.0,0.0,0.0,-0.72,Matches,5bc43860
2,Thelo Aasgaard,MF,no Norway,24-076,2002,1,90.0,90.0,15.8,1.0,1,90.0,1,0,,5,0.0,1.0,4.0,-3.0,-3.0,-3.94,Matches,c88a28b9
3,Achref Abada,DF,dz Algeria,27-032,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,30885199
4,Hamza Abdelkarim,FW,eg Egypt,18-197,2008,4,60.0,15.0,12.5,0.7,0,,0,4,15.0,1,1.5,1.0,0.0,1.0,1.5,1.5,Matches,057d8f12
5,Hossam Abdelmaguid,DF,eg Egypt,25-078,2001,2,59.0,30.0,12.3,0.7,0,,0,2,30.0,2,2.0,0.0,0.0,0.0,0.0,-0.21,Matches,accbfc94
6,Mohamed Abdelmonem,DF,eg Egypt,27-166,1999,2,14.0,7.0,2.9,0.2,1,13.0,0,1,1.0,1,2.0,1.0,1.0,0.0,0.0,-0.19,Matches,bff15d74
7,Ali Abdi,DF,tn Tunisia,32-209,1993,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.0,2.0,12.0,-10.0,-3.35,-3.35,Matches,ad7cdb35
8,Saud Abdulhamid,DF,sa Saudi Arabia,26-364,1999,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.67,1.0,5.0,-4.0,-1.34,-1.34,Matches,caa254e4
9,Abdulla Abdullaev,DF,uz Uzbekistan,28-319,1997,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,1.0,8.0,-7.0,-3.5,-1.5,Matches,03053fbf
10,Yusuf Abdurisag,FW,qa Qatar,26-345,1999,2,98.0,49.0,36.3,1.1,2,49.0,0,0,,1,0.5,0.0,3.0,-3.0,-2.76,-0.14,Matches,13c8f40b
11,Husam Abu Dahab,DF,jo Jordan,26-065,2000,2,178.0,89.0,65.9,2.0,2,89.0,0,0,,1,0.0,2.0,5.0,-3.0,-1.52,0.44,Matches,300aaeb6
12,Mohammad Abu Hasheesh,DF,jo Jordan,31-069,1995,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,0.0,0.0,0.0,0.0,0.0,1.7,Matches,72c2fa7a
13,Mohannad Abu Taha,DF,jo Jordan,23-165,2003,3,264.0,88.0,97.8,2.9,3,88.0,2,0,,0,0.0,3.0,8.0,-5.0,-1.7,-1.7,Matches,5c4bac6c
14,Mo Abualnadi,DF,jo Jordan,25-159,2001,1,71.0,71.0,26.3,0.8,1,71.0,0,0,,2,0.0,1.0,1.0,0.0,0.0,2.26,Matches,4bff62e4
15,Yazeed Abulaila,GK,jo Jordan,33-190,1993,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,3.0,8.0,-5.0,-1.67,,Matches,5d11fc17
16,Mahmoud Abunada,GK,qa Qatar,26-162,2000,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,10.0,-8.0,-2.67,,Matches,27e7e545
17,Carlos Acevedo,GK,mx Mexico,30-089,1996,0,,,,,0,,0,0,,5,,,,,,,Matches,0810e384
18,Elias Achouri,FWMF,tn Tunisia,27-157,1999,3,43.0,14.0,15.9,0.5,0,,0,3,14.0,0,0.0,0.0,2.0,-2.0,-4.19,-1.01,Matches,4dd2a0be
19,Ché Adams,FW,sct Scotland,30-004,1996,3,145.0,48.0,53.7,1.6,2,72.0,0,1,1.0,0,1.0,1.0,1.0,0.0,0.0,2.16,Matches,f2bf1b0f
20,Jayden Adams,MF,za South Africa,25-073,2001,3,116.0,39.0,32.2,1.3,2,53.0,0,1,11.0,1,1.33,0.0,2.0,-2.0,-1.55,-1.55,Matches,259affab
21,Tyler Adams,MF,us United States,27-153,1999,4,341.0,85.0,75.8,3.8,4,85.0,3,0,,1,2.25,9.0,4.0,5.0,1.32,2.97,Matches,2b09d998
22,Ricardo Adé,DF,ht Haiti,36-057,1990,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,8.0,-6.0,-2.0,,Matches,a9ee5e81
23,Ibrahim Adel,MF,eg Egypt,25-085,2001,1,3.0,3.0,0.6,0.0,0,,0,1,3.0,4,1.0,0.0,0.0,0.0,0.0,-0.19,Matches,4869216e
24,Simon Adingra,FWMF,ci Côte d'Ivoire,24-197,2002,1,16.0,16.0,4.4,0.2,0,,0,1,16.0,3,0.0,0.0,1.0,-1.0,-5.63,-6.15,Matches,4dcec659
25,Jonas Adjetey,DF,gh Ghana,22-216,2003,3,225.0,75.0,62.5,2.5,3,75.0,2,0,,1,1.33,1.0,1.0,0.0,0.0,0.67,Matches,bdbf78cd
26,Michel Aebischer,MFFW,ch Switzerland,29-192,1997,4,156.0,39.0,26.0,1.7,2,68.0,0,2,11.0,1,2.5,1.0,1.0,0.0,0.0,-0.81,Matches,f9c927de
27,David Affengruber,DF,at Austria,25-120,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,4b00cd47
28,Akram Afif,FWMF,qa Qatar,29-241,1996,3,238.0,79.0,88.1,2.6,3,79.0,2,0,,0,0.33,2.0,7.0,-5.0,-1.89,6.55,Matches,fd53d9e7
29,Emmanuel Agbadou,DF,ci Côte d'Ivoire,29-030,1997,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,1,1.0,3.0,4.0,-1.0,-0.33,-2.33,Matches,75f1ed80
30,Rodrigo Aguirre,FW,uy Uruguay,31-289,1994,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.33,Matches,b5691f5d
31,Ali Ahmed,MF,ca Canada,25-280,2000,4,234.0,59.0,52.0,2.6,3,68.0,0,1,30.0,1,1.0,5.0,3.0,2.0,0.77,0.35,Matches,540a5be1
32,Homam Ahmed,DF,qa Qatar,26-326,1999,2,122.0,61.0,45.2,1.4,2,61.0,1,0,,0,0.5,1.0,3.0,-2.0,-1.48,2.17,Matches,a62fa158
33,Rayan Aït-Nouri,DF,dz Algeria,25-041,2001,4,284.0,71.0,78.9,3.2,3,88.0,2,1,20.0,0,1.0,3.0,7.0,-4.0,-1.27,-1.27,Matches,9b398aea
34,Kristoffer Ajer,DF,no Norway,28-091,1998,5,480.0,96.0,84.2,5.3,5,96.0,5,0,,1,2.4,12.0,7.0,5.0,0.94,3.94,Matches,a8c0acb7
35,Manuel Akanji,DF,ch Switzerland,30-363,1995,6,600.0,100.0,100.0,6.7,6,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,Matches,89ac64a6
36,Samet Akaydın,DF,tr Türkiye,32-126,1994,0,,,,,0,,0,0,,3,,,,,,,Matches,7328bee5
37,Nathan Aké,DF,nl Netherlands,31-149,1995,3,170.0,57.0,43.6,1.9,2,80.0,1,1,10.0,1,1.67,3.0,2.0,1.0,0.53,-1.52,Matches,eaeca114
38,Yunus Akgün,MF,tr Türkiye,26-010,2000,2,88.0,44.0,32.6,1.0,1,59.0,0,1,29.0,1,0.0,0.0,2.0,-2.0,-2.05,-2.05,Matches,1453e3cf
39,Maghnes Akliouche,MF,fr France,24-142,2002,1,8.0,8.0,1.3,0.1,0,,0,1,8.0,6,3.0,0.0,0.0,0.0,0.0,-1.74,Matches,b625b241
40,Kerem Aktürkoğlu,FW,tr Türkiye,27-269,1998,2,129.0,65.0,47.8,1.4,2,65.0,0,0,,1,0.0,0.0,3.0,-3.0,-2.09,-2.73,Matches,f28659fb
41,Mohamed Alaa,GK,eg Egypt,27-197,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,83ba02b3
42,Tarek Alaa,DF,eg Egypt,24-193,2002,0,,,,,0,,0,0,,5,,,,,,,Matches,bf73f76b
43,Ahmed Alaaeldin,FW,qa Qatar,33-167,1993,2,43.0,22.0,15.9,0.5,0,,0,2,22.0,1,0.5,1.0,1.0,0.0,0.0,3.17,Matches,74fbbb3c
44,David Alaba,DF,at Austria,34-023,1992,4,275.0,69.0,76.4,3.1,4,69.0,1,0,,0,1.0,3.0,7.0,-4.0,-1.31,-2.37,Matches,05439de2
45,Kerim Alajbegović,MF,ba Bosnia–Herz,18-299,2007,4,277.0,69.0,76.9,3.1,3,87.0,1,1,17.0,0,1.0,3.0,7.0,-4.0,-1.3,-2.38,Matches,f3d9291e
46,Jordy Alcivar,MF,ec Ecuador,26-346,1999,1,45.0,45.0,12.5,0.5,1,45.0,0,0,,3,1.0,0.0,0.0,0.0,0.0,0.57,Matches,6e98c19f
47,Omar Alderete,DF,py Paraguay,29-203,1996,4,320.0,80.0,66.7,3.6,4,80.0,2,0,,1,1.0,2.0,4.0,-2.0,-0.56,0.0,Matches,bb08bce9
48,Almoez Ali,FW,qa Qatar,29-332,1996,1,19.0,19.0,7.0,0.2,0,,0,1,19.0,2,0.0,0.0,1.0,-1.0,-4.74,-2.23,Matches,bae045a9
49,Hussein Ali,DF,iq Iraq,24-138,2002,2,162.0,81.0,60.0,1.8,2,81.0,1,0,,1,0.0,1.0,5.0,-4.0,-2.22,3.61,Matches,b8a919ad
50,Mohanad Ali,FW,iq Iraq,26-027,2000,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,0.0,0.0,1.0,-1.0,-6.92,-3.42,Matches,f929049b
51,Taha Ali,FWMF,se Sweden,28-016,1998,2,37.0,19.0,10.3,0.4,0,,0,2,19.0,2,0.0,0.0,2.0,-2.0,-4.86,-4.59,Matches,da4b8a4e
52,Khojiakbar Alijonov,MF,uz Uzbekistan,29-089,1997,2,135.0,68.0,50.0,1.5,1,90.0,1,1,45.0,1,0.0,1.0,5.0,-4.0,-2.67,0.67,Matches,e53cbd7a
53,Ali Alipour,FW,ir IR Iran,30-248,1995,1,38.0,38.0,14.1,0.4,0,,0,1,38.0,2,1.0,1.0,1.0,0.0,0.0,0.0,Matches,488ee64c
54,Alisson,GK,br Brazil,33-288,1992,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,2.0,10.0,4.0,6.0,1.2,,Matches,7a2e46a8
55,Thiago Almada,MF,ar Argentina,25-082,2001,5,241.0,48.0,34.9,2.7,3,60.0,0,2,31.0,2,3.0,6.0,1.0,5.0,1.87,0.46,Matches,27f33438
56,Miguel Almirón,MFFW,py Paraguay,32-157,1994,4,282.0,71.0,58.8,3.1,4,71.0,0,0,,0,1.0,3.0,5.0,-2.0,-0.64,-0.18,Matches,862a1c15
57,Júnior Alonso,DF,py Paraguay,33-158,1993,5,390.0,78.0,81.3,4.3,4,97.0,3,1,1.0,0,1.0,3.0,6.0,-3.0,-0.69,-0.69,Matches,b18a3023
58,Barış Alper Yılmaz,MFFW,tr Türkiye,26-055,2000,3,179.0,60.0,66.3,2.0,2,67.0,0,1,45.0,0,1.0,2.0,3.0,-1.0,-0.5,0.49,Matches,414b2ce4
59,Roberto Alvarado,FWMF,mx Mexico,27-313,1998,5,428.0,86.0,95.1,4.8,5,86.0,3,0,,0,2.4,10.0,3.0,7.0,1.47,1.47,Matches,ff871e14
60,Edson Álvarez,MFDF,mx Mexico,28-266,1997,4,240.0,60.0,53.3,2.7,2,90.0,2,2,30.0,1,2.25,5.0,1.0,4.0,1.5,0.21,Matches,8b3ab7ad
61,Julián Álvarez,FW,ar Argentina,26-167,2000,7,501.0,72.0,72.6,5.6,4,95.0,2,3,40.0,0,3.0,15.0,6.0,9.0,1.62,0.19,Matches,15ab5a2b
62,Ayoube Amaimouni,MF,ma Morocco,21-229,2004,2,18.0,9.0,3.2,0.2,0,,0,2,9.0,4,2.0,0.0,0.0,0.0,0.0,-0.65,Matches,c5a07a5e
63,Zeki Amdouni,FWMF,ch Switzerland,25-225,2000,4,73.0,18.0,12.2,0.8,0,,0,4,18.0,2,1.25,0.0,3.0,-3.0,-3.7,-4.89,Matches,2ee5b0c9
64,Aurèle Amenda,DF,ch Switzerland,22-351,2003,0,,,,,0,,0,0,,6,,,,,,,Matches,1227a22d
65,Mohamed Amine Tougai,DF,dz Algeria,26-176,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,ca9f89a4
66,Michael Amir Murillo,DFMF,pa Panama,30-156,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,Matches,349cae8f
67,Nadiem Amiri,MF,de Germany,29-263,1996,2,42.0,21.0,10.8,0.5,0,,0,2,21.0,2,2.0,2.0,0.0,2.0,4.29,3.25,Matches,555d5edd
68,Amir Al Ammari,MF,iq Iraq,28-355,1997,3,247.0,82.0,91.5,2.7,3,82.0,2,0,,0,0.0,1.0,12.0,-11.0,-4.01,-4.01,Matches,9f65be73
69,Azizbek Amonov,FW,uz Uzbekistan,28-260,1997,1,14.0,14.0,5.2,0.2,0,,0,1,14.0,2,0.0,0.0,1.0,-1.0,-6.43,-3.62,Matches,f487314f
70,Mohamed Amoura,FWMF,dz Algeria,26-069,2000,1,27.0,27.0,7.5,0.3,0,,0,1,27.0,0,0.0,0.0,1.0,-1.0,-3.33,-2.52,Matches,6597f8b6
71,Sofyan Amrabat,MF,ma Morocco,29-330,1996,3,147.0,49.0,25.8,1.6,1,90.0,1,2,29.0,3,2.0,6.0,3.0,3.0,1.84,1.62,Matches,5a2cb25d
72,Abdulelah Al-Amri,DF,sa Saudi Arabia,29-183,1997,3,239.0,80.0,88.5,2.7,3,80.0,2,0,,0,0.67,1.0,5.0,-4.0,-1.51,-1.51,Matches,fd0affe3
73,Youssef Amyn,MF,iq Iraq,22-330,2003,1,31.0,31.0,11.5,0.3,0,,0,1,31.0,2,0.0,0.0,1.0,-1.0,-2.9,0.86,Matches,10c12f22
74,Joseph Anang,GK,gh Ghana,26-039,2000,0,,,,,0,,0,0,,4,,,,,,,Matches,21a866b7
75,Elliot Anderson,MF,eng England,23-253,2002,7,620.0,89.0,93.9,6.9,7,89.0,4,0,,0,2.29,14.0,8.0,6.0,0.87,0.87,Matches,de31038e
76,Andrés Andrade Cedeño,DF,pa Panama,27-274,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,0.0,4.0,-4.0,-1.33,,Matches,6ea23758
77,Fredrik André Bjørkan,DF,no Norway,27-330,1998,1,45.0,45.0,7.9,0.5,1,45.0,0,0,,5,0.0,1.0,3.0,-2.0,-4.0,-4.69,Matches,3724baa1
78,Nilson Angulo,MF,ec Ecuador,23-028,2003,4,218.0,55.0,60.6,2.4,2,81.0,0,2,28.0,0,1.0,2.0,4.0,-2.0,-0.83,-0.83,Matches,a9b9d89c
79,Waldemar Anton,DFMF,de Germany,29-362,1996,2,50.0,25.0,12.8,0.6,0,,0,2,25.0,2,2.0,1.0,0.0,1.0,1.8,0.48,Matches,5e66fa06
80,Jeremy Antonisse,FWMF,cw Curaçao,24-110,2002,2,75.0,38.0,27.8,0.8,0,,0,2,38.0,1,0.0,0.0,5.0,-5.0,-6.0,-4.62,Matches,6011e63a
81,Houssem Aouar,MF,dz Algeria,28-017,1998,3,173.0,58.0,48.1,1.9,2,73.0,0,1,27.0,1,0.33,2.0,5.0,-3.0,-1.56,-1.08,Matches,a5db0bec
82,Oswin Appollis,MFFW,za South Africa,24-326,2001,4,255.0,64.0,70.8,2.8,3,80.0,2,1,14.0,0,1.0,1.0,2.0,-1.0,-0.35,0.5,Matches,e8933eb0
83,Nawaf Al Aqidi,GK,sa Saudi Arabia,26-068,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,70f3a9d1
84,Yazan Al-Arab,DF,jo Jordan,30-167,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,3.0,8.0,-5.0,-1.67,,Matches,32878a09
85,Maxi Araújo,FWMF,uy Uruguay,26-152,2000,3,250.0,83.0,92.6,2.8,3,83.0,1,0,,0,0.67,3.0,4.0,-1.0,-0.36,-0.36,Matches,f9ab3f4a
86,Ronald Araújo,DF,uy Uruguay,27-132,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,2bef2bca
87,Tomás Araújo,DF,pt Portugal,24-062,2002,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,4,1.0,1.0,1.0,0.0,0.0,-1.25,Matches,0fa11d7d
88,Telmo Arcanjo,MF,cv Cabo Verde,25-026,2001,2,57.0,29.0,14.6,0.6,1,45.0,0,1,12.0,1,1.0,1.0,2.0,-1.0,-1.58,-1.58,Matches,c692cef2
89,Álex Arce,FW,py Paraguay,31-031,1995,2,53.0,27.0,11.0,0.6,0,,0,2,27.0,3,0.5,1.0,1.0,0.0,0.0,0.63,Matches,10411db2
90,Carlens Arcus,MFDF,ht Haiti,30-019,1996,3,146.0,49.0,54.1,1.6,2,68.0,1,1,11.0,0,0.0,0.0,5.0,-5.0,-3.08,-2.36,Matches,5e837126
91,Jeremy Arévalo,FW,ec Ecuador,21-120,2005,0,,,,,0,,0,0,,4,,,,,,,Matches,70676088
92,Max Arfsten,MF,us United States,25-089,2001,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,4,0.0,0.0,1.0,-1.0,-90.0,-90.8,Matches,668f881e
93,Jhon Arias,MF,co Colombia,28-299,1997,5,377.0,75.0,78.5,4.2,5,75.0,0,0,,0,2.2,4.0,1.0,3.0,0.72,-0.16,Matches,86d96066
94,Santiago Arias,DF,co Colombia,34-185,1992,1,86.0,86.0,17.9,1.0,1,86.0,0,0,,4,1.0,0.0,0.0,0.0,0.0,-0.91,Matches,fdd60087
95,Marko Arnautović,FW,at Austria,37-089,1989,4,144.0,36.0,40.0,1.6,1,45.0,0,3,33.0,0,1.0,3.0,5.0,-2.0,-1.25,-0.83,Matches,00459419
96,Adem Arous,DF,tn Tunisia,22-000,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,9fce7801
97,Giorgian de Arrascaeta,FWMF,uy Uruguay,32-046,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,be8d02dd
98,Benjamin Asare,GK,gh Ghana,34-004,1992,3,225.0,75.0,62.5,2.5,2,90.0,2,1,45.0,1,1.33,2.0,2.0,0.0,0.0,0.67,Matches,4bb65492
99,Emam Ashour,MF,eg Egypt,28-147,1998,5,362.0,72.0,75.4,4.0,5,72.0,1,0,,0,1.2,7.0,4.0,3.0,0.75,2.27,Matches,31b7d437
100,Rustam Ashurmatov,DF,uz Uzbekistan,30-010,1996,3,256.0,85.0,94.8,2.8,3,85.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.81,3.62,Matches,a0ecd397
101,Lawrence Ati-Zigi,GK,gh Ghana,29-230,1996,2,135.0,68.0,37.5,1.5,2,68.0,1,0,,2,1.5,0.0,1.0,-1.0,-0.67,-0.67,Matches,a12402c3
102,Marwan Attia,MF,eg Egypt,27-339,1998,5,434.0,87.0,90.4,4.8,4,97.0,3,1,45.0,0,1.2,7.0,6.0,1.0,0.21,0.21,Matches,1ea3d7ec
103,Fredrik Aursnes,MFDF,no Norway,30-219,1995,6,304.0,51.0,53.3,3.4,3,69.0,1,3,32.0,0,2.0,7.0,7.0,0.0,0.0,-0.68,Matches,f0677ed7
104,Gabriel Ávalos,FW,py Paraguay,35-278,1990,4,141.0,35.0,29.4,1.6,2,60.0,0,2,11.0,1,1.25,1.0,1.0,0.0,0.0,0.8,Matches,b6781b67
105,Khalil Ayari,FW,tn Tunisia,21-165,2005,0,,,,,0,,0,0,,3,,,,,,,Matches,9370f210
106,Yasin Ayari,MF,se Sweden,22-284,2003,4,339.0,85.0,94.2,3.8,4,85.0,2,0,,0,1.0,7.0,9.0,-2.0,-0.53,3.75,Matches,f173303a
107,Oğuz Aydın,DF,tr Türkiye,25-263,2000,1,89.0,89.0,33.0,1.0,1,89.0,0,0,,2,3.0,2.0,2.0,0.0,0.0,0.99,Matches,a7b98226
108,Rajaei Ayed,MF,jo Jordan,32-357,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,b71e02c7
109,Jordan Ayew,FW,gh Ghana,34-309,1991,4,300.0,75.0,83.3,3.3,4,75.0,0,0,,0,1.0,0.0,2.0,-2.0,-0.6,-2.1,Matches,da052c14
110,Kaan Ayhan,DFMF,tr Türkiye,31-249,1994,1,3.0,3.0,1.1,0.0,0,,0,1,3.0,2,3.0,1.0,0.0,1.0,30.0,31.01,Matches,2200181e
111,Neil El Aynaoui,MF,ma Morocco,25-015,2001,6,562.0,94.0,98.6,6.2,6,94.0,5,0,,0,1.83,9.0,6.0,3.0,0.48,-10.77,Matches,17e1261b
112,Ali Azaizeh,MF,jo Jordan,22-095,2004,3,54.0,18.0,20.0,0.6,1,45.0,0,2,5.0,0,0.0,0.0,3.0,-3.0,-5.0,-4.17,Matches,3a46ac67
113,Juninho Bacuna,MF,cw Curaçao,28-344,1997,3,254.0,85.0,94.1,2.8,3,85.0,2,0,,0,0.33,1.0,9.0,-8.0,-2.83,-2.83,Matches,aaf1bf05
114,Leandro Bacuna,MF,cw Curaçao,34-330,1991,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,9.0,-8.0,-2.67,,Matches,9dc69d38
115,Anas Badawi,DF,jo Jordan,28-307,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,3f4b7442
116,Álex Baena,MFFW,es Spain,24-362,2001,6,407.0,68.0,64.6,4.5,6,68.0,0,0,,1,3.0,10.0,1.0,9.0,1.99,0.78,Matches,518f2234
117,Esmir Bajraktarevic,MF,ba Bosnia–Herz,21-129,2005,4,230.0,58.0,63.9,2.6,2,82.0,1,2,34.0,0,1.0,5.0,6.0,-1.0,-0.39,0.99,Matches,dff24174
118,Cédric Bakambu,FW,cd Congo DR,35-097,1991,3,190.0,63.0,52.8,2.1,3,63.0,0,0,,1,1.33,1.0,2.0,-1.0,-0.47,-1.0,Matches,0af4dcf0
119,Fabián Balbuena,DF,py Paraguay,34-328,1991,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,4,1.0,0.0,0.0,0.0,0.0,0.56,Matches,3626f7d9
120,Folarin Balogun,FW,us United States,25-014,2001,4,312.0,78.0,69.3,3.5,4,78.0,0,0,,1,2.25,7.0,3.0,4.0,1.15,1.81,Matches,31822f8c
121,Nour Bani Attiah,GK,jo Jordan,33-173,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,b06f02f9
122,Simon Banza,FWMF,cd Congo DR,29-338,1996,2,40.0,20.0,11.1,0.4,0,,0,2,20.0,2,0.5,0.0,1.0,-1.0,-2.25,-2.53,Matches,be47b750
123,Kosta Barbarouses,FWMF,nz New Zealand,36-148,1990,0,,,,,0,,0,0,,3,,,,,,,Matches,b2bef13f
124,Yoel Bárcenas,MF,pa Panama,32-267,1993,3,249.0,83.0,92.2,2.8,3,83.0,1,0,,0,0.0,0.0,4.0,-4.0,-1.45,-1.45,Matches,b39849eb
125,Valentín Barco,DFMF,ar Argentina,21-359,2004,1,20.0,20.0,2.9,0.2,0,,0,1,20.0,6,3.0,1.0,0.0,1.0,4.5,3.02,Matches,b9f282ec
126,Bradley Barcola,MF,fr France,23-318,2002,7,339.0,48.0,53.8,3.8,4,72.0,1,3,17.0,0,2.57,9.0,2.0,7.0,1.86,0.31,Matches,a0d55a09
127,Abdülkerim Bardakcı,DF,tr Türkiye,31-313,1994,3,265.0,88.0,98.1,2.9,3,88.0,2,0,,0,1.0,3.0,5.0,-2.0,-0.68,-0.68,Matches,5d9cff53
128,Meshaal Barsham,GK,qa Qatar,28-153,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,8d3e92e0
129,Ivan Bašić,MF,ba Bosnia–Herz,24-078,2002,3,179.0,60.0,49.7,2.0,2,76.0,1,1,28.0,1,1.33,5.0,5.0,0.0,0.0,1.49,Matches,9b0a0d51
130,Ahmed Basil,GK,iq Iraq,29-332,1996,2,135.0,68.0,50.0,1.5,2,68.0,1,0,,1,0.0,0.0,4.0,-4.0,-2.67,2.0,Matches,3bf9e631
131,Dylan Batubinsika,DF,cd Congo DR,30-152,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,37d39918
132,Martin Baturina,MFFW,hr Croatia,23-151,2003,4,321.0,80.0,89.2,3.6,4,80.0,1,0,,0,1.5,6.0,5.0,1.0,0.28,4.9,Matches,d1eda5f0
133,Oliver Baumann,GK,de Germany,36-045,1990,0,,,,,0,,0,0,,4,,,,,,,Matches,47064058
134,Ibrahim Bayesh,MFFW,iq Iraq,26-077,2000,3,235.0,78.0,87.0,2.6,3,78.0,1,0,,0,0.0,1.0,11.0,-10.0,-3.83,-1.26,Matches,2f2003ba
135,Altay Bayındır,GK,tr Türkiye,28-094,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,072e68ed
136,Lachlan Bayliss,MF,nz New Zealand,23-358,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,68e991fc
137,Samed Baždar,FW,ba Bosnia–Herz,22-167,2004,1,29.0,29.0,8.1,0.3,0,,0,1,29.0,3,1.0,0.0,1.0,-1.0,-3.1,-2.56,Matches,e59c9d0d
138,Riechedly Bazoer,DF,cw Curaçao,29-278,1996,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,1.0,7.0,-6.0,-6.0,-5.0,Matches,da59a197
139,Patrick Beach,GK,au Australia,22-345,2003,4,388.0,97.0,99.5,4.3,4,97.0,3,0,,0,1.25,3.0,3.0,0.0,0.0,0.0,Matches,3cc64624
140,Aziz Behich,MF,au Australia,35-213,1990,3,217.0,72.0,55.6,2.4,2,105.0,2,1,7.0,1,1.67,1.0,1.0,0.0,0.0,0.0,Matches,b6867b96
141,Maximilian Beier,FWMF,de Germany,23-273,2002,1,27.0,27.0,6.9,0.3,0,,0,1,27.0,3,0.0,0.0,1.0,-1.0,-3.33,-5.07,Matches,5db45ee5
142,Alireza Beiranvand,GK,ir IR Iran,33-299,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,3.0,3.0,0.0,0.0,,Matches,6ca0b04a
143,Zineddine Belaïd,DF,dz Algeria,27-119,1999,2,25.0,13.0,6.9,0.3,0,,0,2,13.0,2,2.0,1.0,1.0,0.0,0.0,1.07,Matches,b2562589
144,Youssef Belammari,DF,ma Morocco,27-300,1998,0,,,,,0,,0,0,,6,,,,,,,Matches,67fe537d
145,Rafik Belghali,DF,dz Algeria,24-040,2002,4,331.0,83.0,91.9,3.7,4,83.0,2,0,,0,1.0,4.0,8.0,-4.0,-1.09,-1.09,Matches,0abcb968
146,Joe Bell,MF,nz New Zealand,27-081,1999,3,243.0,81.0,90.0,2.7,3,81.0,2,0,,0,0.33,3.0,7.0,-4.0,-1.48,5.19,Matches,7825847e
147,Jean-Ricner Bellegarde,MF,ht Haiti,28-020,1998,3,260.0,87.0,96.3,2.9,3,87.0,2,0,,0,0.0,2.0,8.0,-6.0,-2.08,-2.08,Matches,10f0fdd3
148,Jude Bellingham,MF,eng England,23-018,2003,7,602.0,86.0,91.2,6.7,7,86.0,3,0,,0,2.29,13.0,8.0,5.0,0.75,-0.8,Matches,57d88cf9
149,Sabri Ben Hassen,GK,tn Tunisia,30-034,1996,0,,,,,0,,0,0,,3,,,,,,,Matches,ab8ef45d
150,Mortadha Ben Ouanes,DFMF,tn Tunisia,32-015,1994,1,23.0,23.0,8.5,0.3,0,,0,1,23.0,2,0.0,0.0,0.0,0.0,0.0,3.64,Matches,1798891a
151,Anis Ben Slimane,MFFW,tn Tunisia,25-123,2001,3,240.0,80.0,88.9,2.7,3,80.0,1,0,,0,0.0,2.0,11.0,-9.0,-3.38,-0.38,Matches,9ade9ce1
